term,count,doc_freq,rel_freq
across,4,4,0.00024512807942149775
caper,4,4,0.00024512807942149775
plucking,4,3,0.00024512807942149775
flying,4,3,0.00024512807942149775
sands,4,4,0.00024512807942149775
ashamed,4,3,0.00024512807942149775
doubtless,4,4,0.00024512807942149775
seasons,4,4,0.00024512807942149775
blossom,4,4,0.00024512807942149775
noons,4,4,0.00024512807942149775
sat,4,4,0.00024512807942149775
girls,4,4,0.00024512807942149775
melody,4,4,0.00024512807942149775
altered,4,4,0.00024512807942149775
travelling,4,4,0.00024512807942149775
hemlock,4,3,0.00024512807942149775
service,4,4,0.00024512807942149775
loving,4,4,0.00024512807942149775
departing,4,4,0.00024512807942149775
creation,4,4,0.00024512807942149775
nests,4,4,0.00024512807942149775
cocoon,4,3,0.00024512807942149775
colors,4,4,0.00024512807942149775
majesty,4,4,0.00024512807942149775
kindly,4,4,0.00024512807942149775
burial,4,3,0.00024512807942149775
shook,4,4,0.00024512807942149775
tomb,4,4,0.00024512807942149775
buzz,4,3,0.00024512807942149775
throe,4,4,0.00024512807942149775
bustle,4,4,0.00024512807942149775
slept,4,3,0.00024512807942149775
north,4,4,0.00024512807942149775
push,4,4,0.00024512807942149775
forests,4,4,0.00024512807942149775
thunder,4,4,0.00024512807942149775
moor,4,4,0.00024512807942149775
settled,4,3,0.00024512807942149775
rare,4,4,0.00024512807942149775
learned,4,4,0.00024512807942149775
hue,4,4,0.00024512807942149775
dusk,4,4,0.00024512807942149775
school,4,4,0.00024512807942149775
toward,4,4,0.00024512807942149775
believe,4,3,0.00024512807942149775
acre,4,4,0.00024512807942149775
daisy,4,4,0.00024512807942149775
walk,4,4,0.00024512807942149775
art,4,4,0.00024512807942149775
therefore,4,3,0.00024512807942149775
enemy,4,4,0.00024512807942149775
gay,4,4,0.00024512807942149775
wide,4,4,0.00024512807942149775
open,4,4,0.00024512807942149775
although,4,3,0.00024512807942149775
heat,4,4,0.00024512807942149775
strong,4,3,0.00024512807942149775
chance,4,4,0.00024512807942149775
tried,4,4,0.00024512807942149775
warm,4,4,0.00024512807942149775
haply,4,3,0.00024512807942149775
hast,4,4,0.00024512807942149775
broad,4,3,0.00024512807942149775
beloved,4,4,0.00024512807942149775
tears,4,4,0.00024512807942149775
straight,4,4,0.00024512807942149775
needs,4,3,0.00024512807942149775
stirs,4,4,0.00024512807942149775
becomes,4,4,0.00024512807942149775
gathered,4,4,0.00024512807942149775
lead,4,4,0.00024512807942149775
tossed,4,2,0.00024512807942149775
slipped,4,3,0.00024512807942149775
suit,4,4,0.00024512807942149775
experiment,4,4,0.00024512807942149775
hoped,4,3,0.00024512807942149775
goal,4,4,0.00024512807942149775
hopeless,4,4,0.00024512807942149775
finite,4,4,0.00024512807942149775
talk,4,4,0.00024512807942149775
lit,4,4,0.00024512807942149775
spectre,4,4,0.00024512807942149775
heavy,4,4,0.00024512807942149775
praise,4,3,0.00024512807942149775
merit,4,4,0.00024512807942149775
bush,4,4,0.00024512807942149775
haunted,4,4,0.00024512807942149775
stare,4,4,0.00024512807942149775
moved,4,4,0.00024512807942149775
please,4,4,0.00024512807942149775
tie,4,4,0.00024512807942149775
realm,4,4,0.00024512807942149775
riches,4,3,0.00024512807942149775
bodice,4,3,0.00024512807942149775
worked,4,4,0.00024512807942149775
dog,4,4,0.00024512807942149775
alps,4,2,0.00024512807942149775
firmament,4,4,0.00024512807942149775
leads,4,4,0.00024512807942149775
belt,4,4,0.00024512807942149775
sort,4,4,0.00024512807942149775
ethereal,4,4,0.00024512807942149775
trade,4,4,0.00024512807942149775
beds,4,2,0.00024512807942149775
farther,4,4,0.00024512807942149775
busy,4,3,0.00024512807942149775
oriole,4,4,0.00024512807942149775
fashion,4,4,0.00024512807942149775
dun,4,4,0.00024512807942149775
hurry,4,4,0.00024512807942149775
bereaved,4,3,0.00024512807942149775
shoe,4,4,0.00024512807942149775
rapid,4,4,0.00024512807942149775
seam,4,3,0.00024512807942149775
wrinkled,4,4,0.00024512807942149775
south,4,4,0.00024512807942149775
gentian,4,3,0.00024512807942149775
frosts,4,4,0.00024512807942149775
besides,4,4,0.00024512807942149775
autumn,4,4,0.00024512807942149775
pillow,4,4,0.00024512807942149775
syllable,4,4,0.00024512807942149775
wondrous,4,3,0.00024512807942149775
vast,4,4,0.00024512807942149775
sepulchre,4,4,0.00024512807942149775
journey,4,4,0.00024512807942149775
wanted,4,4,0.00024512807942149775
beside,4,4,0.00024512807942149775
guinea,4,3,0.00024512807942149775
abode,4,4,0.00024512807942149775
lot,4,3,0.00024512807942149775
seek,4,4,0.00024512807942149775
plank,4,2,0.00024512807942149775
o'er,4,3,0.00024512807942149775
adrift,4,2,0.00024512807942149775
success,3,3,0.0001838460595661233
counted,3,3,0.0001838460595661233
strains,3,3,0.0001838460595661233
breathless,3,3,0.0001838460595661233
means,3,3,0.0001838460595661233
four,3,3,0.0001838460595661233
toll,3,3,0.0001838460595661233
question,3,3,0.0001838460595661233
ease,3,3,0.0001838460595661233
deer,3,3,0.0001838460595661233
leaps,3,3,0.0001838460595661233
arm,3,3,0.0001838460595661233
mutual,3,2,0.0001838460595661233
scholars,3,3,0.0001838460595661233
ran,3,3,0.0001838460595661233
certainty,3,3,0.0001838460595661233
madness,3,2,0.0001838460595661233
majority,3,3,0.0001838460595661233
else,3,3,0.0001838460595661233
notes,3,3,0.0001838460595661233
emperor,3,3,0.0001838460595661233
riddle,3,3,0.0001838460595661233
peep,3,3,0.0001838460595661233
asleep,3,3,0.0001838460595661233
orderly,3,3,0.0001838460595661233
bark,3,3,0.0001838460595661233
match,3,3,0.0001838460595661233
chanticleer,3,3,0.0001838460595661233
trains,3,3,0.0001838460595661233
fight,3,3,0.0001838460595661233
bosom,3,3,0.0001838460595661233
dimples,3,3,0.0001838460595661233
faded,3,3,0.0001838460595661233
kingdom,3,3,0.0001838460595661233
renown,3,3,0.0001838460595661233
element,3,3,0.0001838460595661233
periods,3,3,0.0001838460595661233
liquor,3,3,0.0001838460595661233
brewed,3,3,0.0001838460595661233
seraphs,3,3,0.0001838460595661233
ate,3,3,0.0001838460595661233
drank,3,3,0.0001838460595661233
hinder,3,3,0.0001838460595661233
finish,3,3,0.0001838460595661233
bay,3,3,0.0001838460595661233
gallant,3,2,0.0001838460595661233
greedy,3,2,0.0001838460595661233
belshazzar,3,2,0.0001838460595661233
ii,3,3,0.0001838460595661233
delirious,3,3,0.0001838460595661233
steal,3,3,0.0001838460595661233
offer,3,3,0.0001838460595661233
consciousness,3,3,0.0001838460595661233
forever,3,3,0.0001838460595661233
ceded,3,3,0.0001838460595661233
spurn,3,3,0.0001838460595661233
balls,3,3,0.0001838460595661233
separate,3,3,0.0001838460595661233
count,3,3,0.0001838460595661233
length,3,3,0.0001838460595661233
unsuspecting,3,2,0.0001838460595661233
alway,3,3,0.0001838460595661233
dost,3,3,0.0001838460595661233
blow,3,3,0.0001838460595661233
shadows,3,3,0.0001838460595661233
hurrying,3,3,0.0001838460595661233
dry,3,3,0.0001838460595661233
arctic,3,3,0.0001838460595661233
wandering,3,3,0.0001838460595661233
latitudes,3,3,0.0001838460595661233
puzzled,3,3,0.0001838460595661233
discarded,3,3,0.0001838460595661233
glow,3,3,0.0001838460595661233
sought,3,3,0.0001838460595661233
self,3,3,0.0001838460595661233
apart,3,3,0.0001838460595661233
accustomed,3,3,0.0001838460595661233
marriage,3,3,0.0001838460595661233
arc,3,3,0.0001838460595661233
diadem,3,3,0.0001838460595661233
adequate,3,3,0.0001838460595661233
erect,3,3,0.0001838460595661233
beheld,3,3,0.0001838460595661233
honorable,3,3,0.0001838460595661233
work,3,3,0.0001838460595661233
missed,3,3,0.0001838460595661233
iii,3,3,0.0001838460595661233
sod,3,3,0.0001838460595661233
weary,3,3,0.0001838460595661233
pensive,3,3,0.0001838460595661233
covert,3,3,0.0001838460595661233
draw,3,3,0.0001838460595661233
bobolink,3,3,0.0001838460595661233
instead,3,2,0.0001838460595661233
tolling,3,3,0.0001838460595661233
wherefore,3,2,0.0001838460595661233
mists,3,3,0.0001838460595661233
feather,3,1,0.0001838460595661233
bog,3,3,0.0001838460595661233
dies,3,3,0.0001838460595661233
enabled,3,3,0.0001838460595661233
apple,3,3,0.0001838460595661233
eaves,3,3,0.0001838460595661233
roads,3,3,0.0001838460595661233
transporting,3,3,0.0001838460595661233
veil,3,3,0.0001838460595661233
tale,3,3,0.0001838460595661233
unexpected,3,3,0.0001838460595661233
horizons,3,3,0.0001838460595661233
desire,3,3,0.0001838460595661233
democrat,3,3,0.0001838460595661233
whatsoever,3,3,0.0001838460595661233
insect,3,3,0.0001838460595661233
fashions,3,3,0.0001838460595661233
jealousy,3,3,0.0001838460595661233
velvet,3,3,0.0001838460595661233
idleness,3,3,0.0001838460595661233
reluctant,3,3,0.0001838460595661233
raise,3,3,0.0001838460595661233
smiling,3,3,0.0001838460595661233
belong,3,3,0.0001838460595661233
robbed,3,3,0.0001838460595661233
chair,3,3,0.0001838460595661233
amethyst,3,3,0.0001838460595661233
reached,3,3,0.0001838460595661233
gently,3,3,0.0001838460595661233
descend,3,3,0.0001838460595661233
boughs,3,2,0.0001838460595661233
apparently,3,3,0.0001838460595661233
blond,3,3,0.0001838460595661233
gentle,3,3,0.0001838460595661233
mistake,3,3,0.0001838460595661233
field,3,3,0.0001838460595661233
likes,3,3,0.0001838460595661233
slake,3,3,0.0001838460595661233
wilderness,3,3,0.0001838460595661233
necessity,3,3,0.0001838460595661233
satin,3,3,0.0001838460595661233
weight,3,3,0.0001838460595661233
iv,3,3,0.0001838460595661233
delays,3,3,0.0001838460595661233
throng,3,3,0.0001838460595661233
surpassing,3,3,0.0001838460595661233
vest,3,3,0.0001838460595661233
flesh,3,3,0.0001838460595661233
safe,3,3,0.0001838460595661233
alabaster,3,3,0.0001838460595661233
resurrection,3,3,0.0001838460595661233
pipe,3,3,0.0001838460595661233
row,3,3,0.0001838460595661233
diadems,3,3,0.0001838460595661233
soundless,3,3,0.0001838460595661233
heedless,3,3,0.0001838460595661233
tease,3,3,0.0001838460595661233
sweeps,3,3,0.0001838460595661233
understand,3,3,0.0001838460595661233
trembling,3,3,0.0001838460595661233
quivered,3,3,0.0001838460595661233
rooms,3,3,0.0001838460595661233
staggered,3,3,0.0001838460595661233
flies,3,3,0.0001838460595661233
pane,3,3,0.0001838460595661233
impossible,3,3,0.0001838460595661233
cross,3,3,0.0001838460595661233
turning,3,3,0.0001838460595661233
industrious,3,3,0.0001838460595661233
suffered,3,3,0.0001838460595661233
firm,3,3,0.0001838460595661233
tranquil,3,3,0.0001838460595661233
smallest,3,3,0.0001838460595661233
quite,3,3,0.0001838460595661233
arose,3,3,0.0001838460595661233
leisure,3,3,0.0001838460595661233
sweeter,3,3,0.0001838460595661233
wise,3,3,0.0001838460595661233
use,3,3,0.0001838460595661233
decay,3,3,0.0001838460595661233
deity,3,3,0.0001838460595661233
decree,3,3,0.0001838460595661233
spar,3,3,0.0001838460595661233
ships,3,3,0.0001838460595661233
borne,3,3,0.0001838460595661233
lone,3,3,0.0001838460595661233
blown,3,3,0.0001838460595661233
somebody,3,3,0.0001838460595661233
turns,3,3,0.0001838460595661233
clay,3,3,0.0001838460595661233
remained,3,3,0.0001838460595661233
rack,3,3,0.0001838460595661233
bolder,3,3,0.0001838460595661233
frugal,3,3,0.0001838460595661233
station,3,3,0.0001838460595661233
mabel,3,2,0.0001838460595661233
loomis,3,2,0.0001838460595661233
todd,3,2,0.0001838460595661233
clearly,3,2,0.0001838460595661233
simplicity,3,3,0.0001838460595661233
piercing,3,3,0.0001838460595661233
shining,3,3,0.0001838460595661233
deed,3,3,0.0001838460595661233
editors,3,1,0.0001838460595661233
cases,3,2,0.0001838460595661233
appears,3,2,0.0001838460595661233
written,3,2,0.0001838460595661233
somewhat,3,2,0.0001838460595661233
running,3,3,0.0001838460595661233
advanced,3,3,0.0001838460595661233
breadth,3,3,0.0001838460595661233
nowhere,3,3,0.0001838460595661233
general,3,3,0.0001838460595661233
pencil,3,3,0.0001838460595661233
lines,3,3,0.0001838460595661233
peculiar,3,3,0.0001838460595661233
trivial,3,3,0.0001838460595661233
attempt,3,3,0.0001838460595661233
chase,3,3,0.0001838460595661233
race,3,3,0.0001838460595661233
paste,3,2,0.0001838460595661233
ourself,3,2,0.0001838460595661233
quivering,3,3,0.0001838460595661233
overcome,3,3,0.0001838460595661233
taken,3,3,0.0001838460595661233
write,3,3,0.0001838460595661233
wade,3,3,0.0001838460595661233
pebble,3,3,0.0001838460595661233
giants,3,3,0.0001838460595661233
escape,3,3,0.0001838460595661233
soldiers,3,3,0.0001838460595661233
childish,3,3,0.0001838460595661233
sharp,3,3,0.0001838460595661233
jehovah,3,3,0.0001838460595661233
grown,3,3,0.0001838460595661233
secure,3,3,0.0001838460595661233
pile,3,3,0.0001838460595661233
viewed,3,3,0.0001838460595661233
knock,3,3,0.0001838460595661233
tenderly,3,3,0.0001838460595661233
carried,3,3,0.0001838460595661233
circumference,3,3,0.0001838460595661233
spun,3,2,0.0001838460595661233
ocean,3,3,0.0001838460595661233
tasted,3,3,0.0001838460595661233
sparrows,3,3,0.0001838460595661233
plenty,3,3,0.0001838460595661233
depart,3,3,0.0001838460595661233
loss,3,3,0.0001838460595661233
torrid,3,3,0.0001838460595661233
higher,3,3,0.0001838460595661233
centre,3,3,0.0001838460595661233
brittle,3,3,0.0001838460595661233
venture,3,3,0.0001838460595661233
enables,3,3,0.0001838460595661233
liked,3,2,0.0001838460595661233
guess,3,3,0.0001838460595661233
mines,3,3,0.0001838460595661233
dungeons,3,3,0.0001838460595661233
cover,3,3,0.0001838460595661233
candle,3,3,0.0001838460595661233
dared,3,3,0.0001838460595661233
charm,3,3,0.0001838460595661233
act,3,3,0.0001838460595661233
starving,3,3,0.0001838460595661233
remorse,3,2,0.0001838460595661233
outside,3,3,0.0001838460595661233
bugle,3,3,0.0001838460595661233
wrecked,3,3,0.0001838460595661233
tired,3,3,0.0001838460595661233
business,3,2,0.0001838460595661233
danger,3,3,0.0001838460595661233
implement,3,3,0.0001838460595661233
dressed,3,3,0.0001838460595661233
onset,3,3,0.0001838460595661233
tide,3,3,0.0001838460595661233
secrets,3,3,0.0001838460595661233
figures,3,3,0.0001838460595661233
front,3,3,0.0001838460595661233
estimate,3,3,0.0001838460595661233
suspect,3,3,0.0001838460595661233
wished,3,2,0.0001838460595661233
sentence,3,3,0.0001838460595661233
ended,3,3,0.0001838460595661233
mouse,3,3,0.0001838460595661233
squirrel,3,3,0.0001838460595661233
harebell,3,2,0.0001838460595661233
loose,3,3,0.0001838460595661233
invests,3,3,0.0001838460595661233
pitiful,3,3,0.0001838460595661233
clocks,3,3,0.0001838460595661233
henceforth,3,2,0.0001838460595661233
remembrance,3,3,0.0001838460595661233
forest,3,3,0.0001838460595661233
assembly,3,3,0.0001838460595661233
voice,3,3,0.0001838460595661233
famous,3,3,0.0001838460595661233
prince,3,2,0.0001838460595661233
cherubic,3,3,0.0001838460595661233
bless,3,3,0.0001838460595661233
independent,3,3,0.0001838460595661233
wider,3,3,0.0001838460595661233
deeper,3,3,0.0001838460595661233
twilight,3,3,0.0001838460595661233
inquire,3,3,0.0001838460595661233
thoughts,3,3,0.0001838460595661233
route,3,3,0.0001838460595661233
beam,3,3,0.0001838460595661233
frigate,3,3,0.0001838460595661233
report,3,3,0.0001838460595661233
followed,3,3,0.0001838460595661233
shoes,3,3,0.0001838460595661233
leap,3,3,0.0001838460595661233
rides,3,3,0.0001838460595661233
corn,3,3,0.0001838460595661233
mushroom,3,2,0.0001838460595661233
elf,3,3,0.0001838460595661233
snake,3,2,0.0001838460595661233
bubble,3,2,0.0001838460595661233
period,3,3,0.0001838460595661233
became,3,3,0.0001838460595661233
affords,3,3,0.0001838460595661233
nods,3,2,0.0001838460595661233
foe,3,3,0.0001838460595661233
reticent,3,3,0.0001838460595661233
parted,3,3,0.0001838460595661233
burned,3,3,0.0001838460595661233
due,3,3,0.0001838460595661233
minor,3,3,0.0001838460595661233
repose,3,3,0.0001838460595661233
seem,3,3,0.0001838460595661233
throughout,3,3,0.0001838460595661233
frown,3,3,0.0001838460595661233
mute,3,3,0.0001838460595661233
shy,3,3,0.0001838460595661233
larger,3,3,0.0001838460595661233
confronting,3,3,0.0001838460595661233
wrung,3,3,0.0001838460595661233
drawer,3,3,0.0001838460595661233
dread,3,3,0.0001838460595661233
stimulus,3,3,0.0001838460595661233
final,3,3,0.0001838460595661233
whiter,3,3,0.0001838460595661233
lonesome,3,3,0.0001838460595661233
amid,3,2,0.0001838460595661233
roses,3,3,0.0001838460595661233
beating,3,2,0.0001838460595661233
shape,3,3,0.0001838460595661233
conferred,3,3,0.0001838460595661233
termed,3,3,0.0001838460595661233
plan,3,3,0.0001838460595661233
fearing,3,2,0.0001838460595661233
utmost,3,3,0.0001838460595661233
recollecting,3,2,0.0001838460595661233
forgetting,3,2,0.0001838460595661233
struck,3,3,0.0001838460595661233
contrast,3,3,0.0001838460595661233
surpasses,3,3,0.0001838460595661233
chaff,3,2,0.0001838460595661233
wheat,3,2,0.0001838460595661233
bleaker,3,3,0.0001838460595661233
maddest,3,3,0.0001838460595661233
abyss,3,3,0.0001838460595661233
thanksgiving,3,2,0.0001838460595661233
consummate,3,3,0.0001838460595661233
appear,3,3,0.0001838460595661233
satisfied,3,3,0.0001838460595661233
arrow,3,2,0.0001838460595661233
breathed,3,3,0.0001838460595661233
neighbors,3,3,0.0001838460595661233
pervades,3,3,0.0001838460595661233
pity,3,3,0.0001838460595661233
bill,3,3,0.0001838460595661233
ice,3,3,0.0001838460595661233
waiting,3,3,0.0001838460595661233
gracious,3,2,0.0001838460595661233
cunning,3,3,0.0001838460595661233
ho,3,1,0.0001838460595661233
ne'er,2,2,0.00012256403971074888
fill,2,2,0.00012256403971074888
mist,2,1,0.00012256403971074888
record,2,2,0.00012256403971074888
throw,2,2,0.00012256403971074888
conjectured,2,2,0.00012256403971074888
waked,2,2,0.00012256403971074888
forty,2,1,0.00012256403971074888
story,2,2,0.00012256403971074888
vain,2,1,0.00012256403971074888
aching,2,2,0.00012256403971074888
fainting,2,2,0.00012256403971074888
sauntered,2,1,0.00012256403971074888
violets,2,2,0.00012256403971074888
wounded,2,2,0.00012256403971074888
highest,2,2,0.00012256403971074888
brake,2,2,0.00012256403971074888
steel,2,2,0.00012256403971074888
mail,2,2,0.00012256403971074888
spy,2,2,0.00012256403971074888
blood,2,2,0.00012256403971074888
asks,2,2,0.00012256403971074888
mouldering,2,2,0.00012256403971074888
antique,2,2,0.00012256403971074888
passage,2,2,0.00012256403971074888
unfold,2,2,0.00012256403971074888
living,2,2,0.00012256403971074888
facts,2,2,0.00012256403971074888
dreams,2,1,0.00012256403971074888
volumes,2,2,0.00012256403971074888
shake,2,2,0.00012256403971074888
divinest,2,2,0.00012256403971074888
straightway,2,2,0.00012256403971074888
offered,2,2,0.00012256403971074888
merchant,2,2,0.00012256403971074888
smiled,2,2,0.00012256403971074888
glance,2,2,0.00012256403971074888
selects,2,2,0.00012256403971074888
shuts,2,2,0.00012256403971074888
chariot,2,2,0.00012256403971074888
mat,2,2,0.00012256403971074888
nation,2,2,0.00012256403971074888
valves,2,2,0.00012256403971074888
attention,2,2,0.00012256403971074888
lonely,2,2,0.00012256403971074888
wooden,2,2,0.00012256403971074888
barred,2,2,0.00012256403971074888
inviting,2,2,0.00012256403971074888
mice,2,2,0.00012256403971074888
walls,2,2,0.00012256403971074888
aware,2,2,0.00012256403971074888
sleeping,2,2,0.00012256403971074888
sneer,2,2,0.00012256403971074888
astir,2,2,0.00012256403971074888
aloud,2,2,0.00012256403971074888
observe,2,2,0.00012256403971074888
procession,2,2,0.00012256403971074888
smooth,2,2,0.00012256403971074888
frightened,2,2,0.00012256403971074888
renounced,2,2,0.00012256403971074888
faithful,2,2,0.00012256403971074888
helped,2,2,0.00012256403971074888
hymn,2,2,0.00012256403971074888
future,2,2,0.00012256403971074888
realms,2,2,0.00012256403971074888
contain,2,2,0.00012256403971074888
enlightened,2,2,0.00012256403971074888
tankards,2,2,0.00012256403971074888
scooped,2,2,0.00012256403971074888
yield,2,2,0.00012256403971074888
debauchee,2,2,0.00012256403971074888
endless,2,2,0.00012256403971074888
drams,2,2,0.00012256403971074888
hats,2,2,0.00012256403971074888
leaning,2,2,0.00012256403971074888
frame,2,2,0.00012256403971074888
danced,2,2,0.00012256403971074888
industry,2,2,0.00012256403971074888
toil,2,2,0.00012256403971074888
wave,2,2,0.00012256403971074888
coast,2,2,0.00012256403971074888
isles,2,2,0.00012256403971074888
enchanted,2,2,0.00012256403971074888
bent,2,2,0.00012256403971074888
errand,2,2,0.00012256403971074888
revelation,2,2,0.00012256403971074888
groove,2,2,0.00012256403971074888
floods,2,2,0.00012256403971074888
slit,2,2,0.00012256403971074888
election,2,2,0.00012256403971074888
prison,2,2,0.00012256403971074888
repeal,2,2,0.00012256403971074888
legacies,2,2,0.00012256403971074888
alter,2,2,0.00012256403971074888
elysium,2,2,0.00012256403971074888
felicity,2,2,0.00012256403971074888
companion,2,2,0.00012256403971074888
stint,2,2,0.00012256403971074888
humble,2,2,0.00012256403971074888
brush,2,2,0.00012256403971074888
housewives,2,2,0.00012256403971074888
uncertain,2,2,0.00012256403971074888
wing,2,2,0.00012256403971074888
sting,2,2,0.00012256403971074888
wearing,2,2,0.00012256403971074888
fading,2,2,0.00012256403971074888
loneliness,2,2,0.00012256403971074888
proof,2,2,0.00012256403971074888
blushing,2,2,0.00012256403971074888
rivers,2,2,0.00012256403971074888
overflow,2,2,0.00012256403971074888
snows,2,2,0.00012256403971074888
bridges,2,2,0.00012256403971074888
parching,2,2,0.00012256403971074888
burning,2,2,0.00012256403971074888
polar,2,2,0.00012256403971074888
firmaments,2,2,0.00012256403971074888
tongue,2,2,0.00012256403971074888
inference,2,2,0.00012256403971074888
welcome,2,2,0.00012256403971074888
waits,2,2,0.00012256403971074888
fetch,2,2,0.00012256403971074888
sexton,2,2,0.00012256403971074888
putting,2,2,0.00012256403971074888
newer,2,2,0.00012256403971074888
crack,2,2,0.00012256403971074888
closer,2,2,0.00012256403971074888
served,2,2,0.00012256403971074888
excellence,2,2,0.00012256403971074888
rang,2,2,0.00012256403971074888
oceans,2,2,0.00012256403971074888
pale,2,2,0.00012256403971074888
symbol,2,2,0.00012256403971074888
wardrobe,2,2,0.00012256403971074888
slid,2,2,0.00012256403971074888
tight,2,2,0.00012256403971074888
decks,2,2,0.00012256403971074888
opposing,2,2,0.00012256403971074888
external,2,2,0.00012256403971074888
sufficient,2,2,0.00012256403971074888
troth,2,2,0.00012256403971074888
using,2,2,0.00012256403971074888
string,2,2,0.00012256403971074888
spools,2,2,0.00012256403971074888
supremest,2,2,0.00012256403971074888
crowned,2,2,0.00012256403971074888
fleshless,2,2,0.00012256403971074888
heavens,2,2,0.00012256403971074888
lifetime,2,2,0.00012256403971074888
apparelled,2,2,0.00012256403971074888
cherubim,2,2,0.00012256403971074888
looks,2,2,0.00012256403971074888
eclipse,2,2,0.00012256403971074888
comfort,2,2,0.00012256403971074888
kind,2,2,0.00012256403971074888
requirement,2,2,0.00012256403971074888
prospective,2,2,0.00012256403971074888
weed,2,2,0.00012256403971074888
fathoms,2,2,0.00012256403971074888
abide,2,2,0.00012256403971074888
counts,2,2,0.00012256403971074888
troubadour,2,2,0.00012256403971074888
solitude,2,2,0.00012256403971074888
knoll,2,2,0.00012256403971074888
rows,2,2,0.00012256403971074888
pedigree,2,2,0.00012256403971074888
getting,2,2,0.00012256403971074888
cashmere,2,2,0.00012256403971074888
train,2,2,0.00012256403971074888
bestir,2,2,0.00012256403971074888
thick,2,2,0.00012256403971074888
fence,2,2,0.00012256403971074888
orchis,2,2,0.00012256403971074888
brood,2,2,0.00012256403971074888
entertain,2,2,0.00012256403971074888
bow,2,2,0.00012256403971074888
duchess,2,2,0.00012256403971074888
barns,2,2,0.00012256403971074888
threw,2,2,0.00012256403971074888
lutes,2,2,0.00012256403971074888
signed,2,2,0.00012256403971074888
flambeaux,2,2,0.00012256403971074888
guides,2,2,0.00012256403971074888
crag,2,2,0.00012256403971074888
caravan,2,2,0.00012256403971074888
prize,2,2,0.00012256403971074888
stirred,2,2,0.00012256403971074888
tropic,2,2,0.00012256403971074888
signal,2,2,0.00012256403971074888
homely,2,2,0.00012256403971074888
washes,2,2,0.00012256403971074888
banks,2,2,0.00012256403971074888
dip,2,2,0.00012256403971074888
prefer,2,2,0.00012256403971074888
capacity,2,2,0.00012256403971074888
ruddier,2,2,0.00012256403971074888
spice,2,2,0.00012256403971074888
public,2,2,0.00012256403971074888
proclaimed,2,2,0.00012256403971074888
bravest,2,2,0.00012256403971074888
cancelled,2,2,0.00012256403971074888
cars,2,2,0.00012256403971074888
tracks,2,2,0.00012256403971074888
jar,2,2,0.00012256403971074888
assault,2,2,0.00012256403971074888
gauze,2,2,0.00012256403971074888
chrysoprase,2,2,0.00012256403971074888
labor,2,2,0.00012256403971074888
chant,2,2,0.00012256403971074888
experience,2,2,0.00012256403971074888
clovers,2,2,0.00012256403971074888
presentiment,2,2,0.00012256403971074888
shadow,2,2,0.00012256403971074888
suns,2,2,0.00012256403971074888
bid,2,2,0.00012256403971074888
nightgowns,2,2,0.00012256403971074888
merry,2,2,0.00012256403971074888
struggling,2,2,0.00012256403971074888
betrayed,2,2,0.00012256403971074888
mornings,2,2,0.00012256403971074888
flame,2,2,0.00012256403971074888
misery,2,2,0.00012256403971074888
prayed,2,2,0.00012256403971074888
squirrels,2,2,0.00012256403971074888
bonnets,2,2,0.00012256403971074888
stile,2,2,0.00012256403971074888
climbing,2,2,0.00012256403971074888
buttercups,2,2,0.00012256403971074888
despatched,2,2,0.00012256403971074888
phraseless,2,2,0.00012256403971074888
gods,2,2,0.00012256403971074888
outcast,2,2,0.00012256403971074888
seamless,2,2,0.00012256403971074888
assassin,2,2,0.00012256403971074888
passes,2,2,0.00012256403971074888
pathetic,2,2,0.00012256403971074888
pendulum,2,2,0.00012256403971074888
belief,2,2,0.00012256403971074888
haze,2,2,0.00012256403971074888
join,2,2,0.00012256403971074888
partake,2,2,0.00012256403971074888
bread,2,2,0.00012256403971074888
meeker,2,2,0.00012256403971074888
nuts,2,2,0.00012256403971074888
berry,2,2,0.00012256403971074888
maple,2,2,0.00012256403971074888
wears,2,2,0.00012256403971074888
scarf,2,2,0.00012256403971074888
trinket,2,2,0.00012256403971074888
flake,2,2,0.00012256403971074888
barn,2,2,0.00012256403971074888
suits,2,2,0.00012256403971074888
satisfies,2,2,0.00012256403971074888
instinct,2,2,0.00012256403971074888
nutriment,2,2,0.00012256403971074888
wines,2,2,0.00012256403971074888
races,2,2,0.00012256403971074888
slant,2,2,0.00012256403971074888
afternoons,2,2,0.00012256403971074888
gives,2,2,0.00012256403971074888
scar,2,2,0.00012256403971074888
internal,2,2,0.00012256403971074888
anything,2,2,0.00012256403971074888
dignity,2,2,0.00012256403971074888
claim,2,2,0.00012256403971074888
lagging,2,2,0.00012256403971074888
climbed,2,2,0.00012256403971074888
pace,2,2,0.00012256403971074888
surrendered,2,2,0.00012256403971074888
looking,2,2,0.00012256403971074888
worlds,2,2,0.00012256403971074888
chambers,2,2,0.00012256403971074888
untouched,2,1,0.00012256403971074888
stolid,2,2,0.00012256403971074888
cadence,2,2,0.00012256403971074888
sagacity,2,2,0.00012256403971074888
scoop,2,2,0.00012256403971074888
surrender,2,2,0.00012256403971074888
listless,2,2,0.00012256403971074888
daybreak,2,2,0.00012256403971074888
syllables,2,2,0.00012256403971074888
tightens,2,2,0.00012256403971074888
baffle,2,2,0.00012256403971074888
exultation,2,2,0.00012256403971074888
deep,2,2,0.00012256403971074888
league,2,2,0.00012256403971074888
adjusted,2,2,0.00012256403971074888
